cve_ent,entidad,anio,trimestre,periodo,fecha_cierre,indice_shf,var_anual_pct
07,Chiapas,2009,4,2009T4,2009-12-31,66.09,2.62
07,Chiapas,2010,1,2010T1,2010-03-31,66.21,1.33
07,Chiapas,2010,2,2010T2,2010-06-30,66.56,0.12
07,Chiapas,2010,3,2010T3,2010-09-30,67.48,1.18
07,Chiapas,2010,4,2010T4,2010-12-31,68.88,4.22
07,Chiapas,2011,1,2011T1,2011-03-31,70.53,6.52
07,Chiapas,2011,2,2011T2,2011-06-30,71.7,7.72
07,Chiapas,2011,3,2011T3,2011-09-30,72.36,7.23
07,Chiapas,2011,4,2011T4,2011-12-31,72.85,5.76
07,Chiapas,2012,1,2012T1,2012-03-31,73.19,3.77
07,Chiapas,2012,2,2012T2,2012-06-30,73.6,2.65
07,Chiapas,2012,3,2012T3,2012-09-30,74.32,2.71
07,Chiapas,2012,4,2012T4,2012-12-31,75.18,3.2
07,Chiapas,2013,1,2013T1,2013-03-31,76.5,4.52
07,Chiapas,2013,2,2013T2,2013-06-30,78.05,6.05
07,Chiapas,2013,3,2013T3,2013-09-30,79.33,6.74
07,Chiapas,2013,4,2013T4,2013-12-31,80.11,6.56
07,Chiapas,2014,1,2014T1,2014-03-31,81.2,6.14
07,Chiapas,2014,2,2014T2,2014-06-30,81.74,4.73
07,Chiapas,2014,3,2014T3,2014-09-30,82.54,4.05
07,Chiapas,2014,4,2014T4,2014-12-31,83.45,4.17
07,Chiapas,2015,1,2015T1,2015-03-31,84.91,4.57
07,Chiapas,2015,2,2015T2,2015-06-30,87.56,7.12
07,Chiapas,2015,3,2015T3,2015-09-30,89.99,9.03
07,Chiapas,2015,4,2015T4,2015-12-31,90.92,8.95
07,Chiapas,2016,1,2016T1,2016-03-31,91.81,8.13
07,Chiapas,2016,2,2016T2,2016-06-30,93.53,6.82
07,Chiapas,2016,3,2016T3,2016-09-30,94.79,5.33
07,Chiapas,2016,4,2016T4,2016-12-31,95.46,4.99
07,Chiapas,2017,1,2017T1,2017-03-31,97.62,6.33
07,Chiapas,2017,2,2017T2,2017-06-30,99.24,6.1
07,Chiapas,2017,3,2017T3,2017-09-30,100.76,6.3
07,Chiapas,2017,4,2017T4,2017-12-31,102.38,7.25
07,Chiapas,2018,1,2018T1,2018-03-31,105.01,7.57
07,Chiapas,2018,2,2018T2,2018-06-30,107.25,8.07
07,Chiapas,2018,3,2018T3,2018-09-30,109.18,8.36
07,Chiapas,2018,4,2018T4,2018-12-31,111.09,8.51
07,Chiapas,2019,1,2019T1,2019-03-31,113.31,7.9
07,Chiapas,2019,2,2019T2,2019-06-30,115.22,7.43
07,Chiapas,2019,3,2019T3,2019-09-30,117.01,7.17
07,Chiapas,2019,4,2019T4,2019-12-31,118.77,6.91
07,Chiapas,2020,1,2020T1,2020-03-31,120.63,6.46
07,Chiapas,2020,2,2020T2,2020-06-30,122.09,5.96
07,Chiapas,2020,3,2020T3,2020-09-30,123.61,5.64
07,Chiapas,2020,4,2020T4,2020-12-31,125.82,5.94
07,Chiapas,2021,1,2021T1,2021-03-31,129.32,7.2
07,Chiapas,2021,2,2021T2,2021-06-30,132.52,8.54
07,Chiapas,2021,3,2021T3,2021-09-30,134.62,8.91
07,Chiapas,2021,4,2021T4,2021-12-31,136.31,8.34
07,Chiapas,2022,1,2022T1,2022-03-31,139.03,7.51
07,Chiapas,2022,2,2022T2,2022-06-30,142.58,7.59
07,Chiapas,2022,3,2022T3,2022-09-30,146.43,8.77
07,Chiapas,2022,4,2022T4,2022-12-31,148.73,9.11
07,Chiapas,2023,1,2023T1,2023-03-31,152.99,10.04
07,Chiapas,2023,2,2023T2,2023-06-30,156.83,9.99
07,Chiapas,2023,3,2023T3,2023-09-30,161.05,9.98
07,Chiapas,2023,4,2023T4,2023-12-31,165.02,10.95
07,Chiapas,2024,1,2024T1,2024-03-31,170.25,11.28
07,Chiapas,2024,2,2024T2,2024-06-30,174.71,11.4
07,Chiapas,2024,3,2024T3,2024-09-30,178.27,10.69
07,Chiapas,2024,4,2024T4,2024-12-31,181.18,9.79
07,Chiapas,2025,1,2025T1,2025-03-31,185.45,8.93
07,Chiapas,2025,2,2025T2,2025-06-30,189.79,8.63
07,Chiapas,2025,3,2025T3,2025-09-30,193.39,8.48
07,Chiapas,2025,4,2025T4,2025-12-31,196.96,8.71
07,Chiapas,2026,1,2026T1,2026-03-31,200.51,8.12
07,Chiapas,2026,2,2026T2,2026-06-30,203.09,7.01
08,Chihuahua,2005,1,2005T1,2005-03-31,51.63,
08,Chihuahua,2005,2,2005T2,2005-06-30,52.72,
08,Chihuahua,2005,3,2005T3,2005-09-30,53.41,
08,Chihuahua,2005,4,2005T4,2005-12-31,53.24,
08,Chihuahua,2006,1,2006T1,2006-03-31,54.28,5.13
08,Chihuahua,2006,2,2006T2,2006-06-30,55.41,5.1
08,Chihuahua,2006,3,2006T3,2006-09-30,56.23,5.28
08,Chihuahua,2006,4,2006T4,2006-12-31,56.41,5.95
08,Chihuahua,2007,1,2007T1,2007-03-31,57.89,6.65
08,Chihuahua,2007,2,2007T2,2007-06-30,59.47,7.33
08,Chihuahua,2007,3,2007T3,2007-09-30,60.16,6.99
08,Chihuahua,2007,4,2007T4,2007-12-31,59.85,6.1
08,Chihuahua,2008,1,2008T1,2008-03-31,60.64,4.75
08,Chihuahua,2008,2,2008T2,2008-06-30,61.96,4.19
08,Chihuahua,2008,3,2008T3,2008-09-30,63.28,5.19
08,Chihuahua,2008,4,2008T4,2008-12-31,63.53,6.15
08,Chihuahua,2009,1,2009T1,2009-03-31,64.37,6.15
08,Chihuahua,2009,2,2009T2,2009-06-30,65.44,5.62
08,Chihuahua,2009,3,2009T3,2009-09-30,65.9,4.14
08,Chihuahua,2009,4,2009T4,2009-12-31,66.07,4.0
08,Chihuahua,2010,1,2010T1,2010-03-31,66.27,2.95
08,Chihuahua,2010,2,2010T2,2010-06-30,66.98,2.35
08,Chihuahua,2010,3,2010T3,2010-09-30,68.15,3.41
08,Chihuahua,2010,4,2010T4,2010-12-31,69.46,5.13
08,Chihuahua,2011,1,2011T1,2011-03-31,71.56,7.98
08,Chihuahua,2011,2,2011T2,2011-06-30,72.96,8.93
08,Chihuahua,2011,3,2011T3,2011-09-30,73.63,8.04
08,Chihuahua,2011,4,2011T4,2011-12-31,74.14,6.74
08,Chihuahua,2012,1,2012T1,2012-03-31,74.46,4.05
08,Chihuahua,2012,2,2012T2,2012-06-30,75.06,2.88
08,Chihuahua,2012,3,2012T3,2012-09-30,75.82,2.97
08,Chihuahua,2012,4,2012T4,2012-12-31,76.28,2.89
08,Chihuahua,2013,1,2013T1,2013-03-31,77.3,3.81
08,Chihuahua,2013,2,2013T2,2013-06-30,78.69,4.84
08,Chihuahua,2013,3,2013T3,2013-09-30,79.76,5.2
08,Chihuahua,2013,4,2013T4,2013-12-31,80.42,5.43
08,Chihuahua,2014,1,2014T1,2014-03-31,81.59,5.55
08,Chihuahua,2014,2,2014T2,2014-06-30,82.06,4.28
08,Chihuahua,2014,3,2014T3,2014-09-30,82.8,3.81
08,Chihuahua,2014,4,2014T4,2014-12-31,84.15,4.64
08,Chihuahua,2015,1,2015T1,2015-03-31,85.62,4.94
08,Chihuahua,2015,2,2015T2,2015-06-30,88.52,7.87
08,Chihuahua,2015,3,2015T3,2015-09-30,90.79,9.65
08,Chihuahua,2015,4,2015T4,2015-12-31,91.36,8.57
08,Chihuahua,2016,1,2016T1,2016-03-31,92.16,7.64
08,Chihuahua,2016,2,2016T2,2016-06-30,93.66,5.81
08,Chihuahua,2016,3,2016T3,2016-09-30,94.87,4.49
08,Chihuahua,2016,4,2016T4,2016-12-31,95.71,4.76
08,Chihuahua,2017,1,2017T1,2017-03-31,97.91,6.24
08,Chihuahua,2017,2,2017T2,2017-06-30,99.42,6.15
08,Chihuahua,2017,3,2017T3,2017-09-30,100.76,6.21
08,Chihuahua,2017,4,2017T4,2017-12-31,101.91,6.48
08,Chihuahua,2018,1,2018T1,2018-03-31,104.27,6.5
08,Chihuahua,2018,2,2018T2,2018-06-30,106.14,6.76
08,Chihuahua,2018,3,2018T3,2018-09-30,108.26,7.44
08,Chihuahua,2018,4,2018T4,2018-12-31,110.4,8.33
08,Chihuahua,2019,1,2019T1,2019-03-31,112.66,8.05
08,Chihuahua,2019,2,2019T2,2019-06-30,114.89,8.24
08,Chihuahua,2019,3,2019T3,2019-09-30,116.59,7.69
08,Chihuahua,2019,4,2019T4,2019-12-31,118.01,6.89
08,Chihuahua,2020,1,2020T1,2020-03-31,120.14,6.64
08,Chihuahua,2020,2,2020T2,2020-06-30,121.95,6.15
08,Chihuahua,2020,3,2020T3,2020-09-30,123.8,6.18
08,Chihuahua,2020,4,2020T4,2020-12-31,126.36,7.08
08,Chihuahua,2021,1,2021T1,2021-03-31,130.84,8.91
08,Chihuahua,2021,2,2021T2,2021-06-30,134.83,10.56
08,Chihuahua,2021,3,2021T3,2021-09-30,137.86,11.36
08,Chihuahua,2021,4,2021T4,2021-12-31,140.31,11.04
08,Chihuahua,2022,1,2022T1,2022-03-31,143.33,9.55
08,Chihuahua,2022,2,2022T2,2022-06-30,147.16,9.14
08,Chihuahua,2022,3,2022T3,2022-09-30,151.38,9.81
08,Chihuahua,2022,4,2022T4,2022-12-31,154.0,9.76
08,Chihuahua,2023,1,2023T1,2023-03-31,158.8,10.79
08,Chihuahua,2023,2,2023T2,2023-06-30,163.95,11.41
08,Chihuahua,2023,3,2023T3,2023-09-30,168.2,11.11
08,Chihuahua,2023,4,2023T4,2023-12-31,172.01,11.69
08,Chihuahua,2024,1,2024T1,2024-03-31,176.47,11.13
08,Chihuahua,2024,2,2024T2,2024-06-30,179.43,9.44
08,Chihuahua,2024,3,2024T3,2024-09-30,182.96,8.78
08,Chihuahua,2024,4,2024T4,2024-12-31,186.7,8.54
08,Chihuahua,2025,1,2025T1,2025-03-31,192.09,8.85
08,Chihuahua,2025,2,2025T2,2025-06-30,198.77,10.78
08,Chihuahua,2025,3,2025T3,2025-09-30,203.97,11.48
08,Chihuahua,2025,4,2025T4,2025-12-31,207.41,11.09
08,Chihuahua,2026,1,2026T1,2026-03-31,211.24,9.97
08,Chihuahua,2026,2,2026T2,2026-06-30,213.49,7.41
09,Ciudad de México,2005,1,2005T1,2005-03-31,33.81,
09,Ciudad de México,2005,2,2005T2,2005-06-30,35.37,
09,Ciudad de México,2005,3,2005T3,2005-09-30,36.78,
09,Ciudad de México,2005,4,2005T4,2005-12-31,36.62,
09,Ciudad de México,2006,1,2006T1,2006-03-31,37.68,11.45
09,Ciudad de México,2006,2,2006T2,2006-06-30,38.74,9.53
09,Ciudad de México,2006,3,2006T3,2006-09-30,39.37,7.04
09,Ciudad de México,2006,4,2006T4,2006-12-31,39.95,9.09
09,Ciudad de México,2007,1,2007T1,2007-03-31,41.46,10.03
09,Ciudad de México,2007,2,2007T2,2007-06-30,43.29,11.74
09,Ciudad de México,2007,3,2007T3,2007-09-30,44.61,13.31
09,Ciudad de México,2007,4,2007T4,2007-12-31,44.8,12.14
09,Ciudad de México,2008,1,2008T1,2008-03-31,45.94,10.81
09,Ciudad de México,2008,2,2008T2,2008-06-30,47.37,9.42
09,Ciudad de México,2008,3,2008T3,2008-09-30,48.57,8.88
09,Ciudad de México,2008,4,2008T4,2008-12-31,49.14,9.69
09,Ciudad de México,2009,1,2009T1,2009-03-31,49.57,7.9
09,Ciudad de México,2009,2,2009T2,2009-06-30,50.17,5.91
09,Ciudad de México,2009,3,2009T3,2009-09-30,50.31,3.58
09,Ciudad de México,2009,4,2009T4,2009-12-31,50.55,2.87
09,Ciudad de México,2010,1,2010T1,2010-03-31,51.3,3.49
09,Ciudad de México,2010,2,2010T2,2010-06-30,52.29,4.23
09,Ciudad de México,2010,3,2010T3,2010-09-30,53.29,5.92
09,Ciudad de México,2010,4,2010T4,2010-12-31,54.06,6.94
09,Ciudad de México,2011,1,2011T1,2011-03-31,55.09,7.39
09,Ciudad de México,2011,2,2011T2,2011-06-30,56.16,7.4
09,Ciudad de México,2011,3,2011T3,2011-09-30,57.31,7.54
09,Ciudad de México,2011,4,2011T4,2011-12-31,58.33,7.9
09,Ciudad de México,2012,1,2012T1,2012-03-31,59.43,7.88
09,Ciudad de México,2012,2,2012T2,2012-06-30,60.29,7.35
09,Ciudad de México,2012,3,2012T3,2012-09-30,61.35,7.05
09,Ciudad de México,2012,4,2012T4,2012-12-31,62.12,6.5
09,Ciudad de México,2013,1,2013T1,2013-03-31,63.29,6.5
09,Ciudad de México,2013,2,2013T2,2013-06-30,64.85,7.56
09,Ciudad de México,2013,3,2013T3,2013-09-30,66.09,7.73
09,Ciudad de México,2013,4,2013T4,2013-12-31,67.03,7.9
09,Ciudad de México,2014,1,2014T1,2014-03-31,68.46,8.17
09,Ciudad de México,2014,2,2014T2,2014-06-30,69.54,7.23
09,Ciudad de México,2014,3,2014T3,2014-09-30,70.72,7.01
09,Ciudad de México,2014,4,2014T4,2014-12-31,72.67,8.41
09,Ciudad de México,2015,1,2015T1,2015-03-31,74.59,8.95
09,Ciudad de México,2015,2,2015T2,2015-06-30,78.26,12.54
09,Ciudad de México,2015,3,2015T3,2015-09-30,81.77,15.62
09,Ciudad de México,2015,4,2015T4,2015-12-31,84.16,15.81
09,Ciudad de México,2016,1,2016T1,2016-03-31,86.11,15.44
09,Ciudad de México,2016,2,2016T2,2016-06-30,88.42,12.98
09,Ciudad de México,2016,3,2016T3,2016-09-30,90.6,10.8
09,Ciudad de México,2016,4,2016T4,2016-12-31,92.37,9.76
09,Ciudad de México,2017,1,2017T1,2017-03-31,95.7,11.14
09,Ciudad de México,2017,2,2017T2,2017-06-30,98.75,11.68
09,Ciudad de México,2017,3,2017T3,2017-09-30,101.65,12.2
09,Ciudad de México,2017,4,2017T4,2017-12-31,103.9,12.48
09,Ciudad de México,2018,1,2018T1,2018-03-31,106.55,11.34
09,Ciudad de México,2018,2,2018T2,2018-06-30,109.05,10.43
09,Ciudad de México,2018,3,2018T3,2018-09-30,112.19,10.37
09,Ciudad de México,2018,4,2018T4,2018-12-31,115.36,11.03
09,Ciudad de México,2019,1,2019T1,2019-03-31,118.99,11.68
09,Ciudad de México,2019,2,2019T2,2019-06-30,122.28,12.13
09,Ciudad de México,2019,3,2019T3,2019-09-30,123.24,9.85
09,Ciudad de México,2019,4,2019T4,2019-12-31,123.77,7.29
09,Ciudad de México,2020,1,2020T1,2020-03-31,125.4,5.39
09,Ciudad de México,2020,2,2020T2,2020-06-30,124.65,1.94
09,Ciudad de México,2020,3,2020T3,2020-09-30,122.87,-0.3
09,Ciudad de México,2020,4,2020T4,2020-12-31,123.06,-0.57
09,Ciudad de México,2021,1,2021T1,2021-03-31,124.97,-0.34
09,Ciudad de México,2021,2,2021T2,2021-06-30,127.6,2.37
09,Ciudad de México,2021,3,2021T3,2021-09-30,130.53,6.23
09,Ciudad de México,2021,4,2021T4,2021-12-31,131.94,7.22
09,Ciudad de México,2022,1,2022T1,2022-03-31,133.29,6.66
09,Ciudad de México,2022,2,2022T2,2022-06-30,136.58,7.04
09,Ciudad de México,2022,3,2022T3,2022-09-30,141.14,8.13
09,Ciudad de México,2022,4,2022T4,2022-12-31,144.63,9.62
09,Ciudad de México,2023,1,2023T1,2023-03-31,150.38,12.82
09,Ciudad de México,2023,2,2023T2,2023-06-30,154.05,12.79
09,Ciudad de México,2023,3,2023T3,2023-09-30,155.57,10.22
09,Ciudad de México,2023,4,2023T4,2023-12-31,156.75,8.38
09,Ciudad de México,2024,1,2024T1,2024-03-31,160.08,6.45
09,Ciudad de México,2024,2,2024T2,2024-06-30,162.36,5.39
09,Ciudad de México,2024,3,2024T3,2024-09-30,164.59,5.8
09,Ciudad de México,2024,4,2024T4,2024-12-31,165.74,5.74
09,Ciudad de México,2025,1,2025T1,2025-03-31,167.71,4.77
09,Ciudad de México,2025,2,2025T2,2025-06-30,170.11,4.77
09,Ciudad de México,2025,3,2025T3,2025-09-30,171.6,4.26
09,Ciudad de México,2025,4,2025T4,2025-12-31,173.0,4.38
09,Ciudad de México,2026,1,2026T1,2026-03-31,175.03,4.36
09,Ciudad de México,2026,2,2026T2,2026-06-30,175.9,3.4
10,Durango,2005,1,2005T1,2005-03-31,51.17,
10,Durango,2005,2,2005T2,2005-06-30,52.01,
10,Durango,2005,3,2005T3,2005-09-30,52.43,
10,Durango,2005,4,2005T4,2005-12-31,51.89,
10,Durango,2006,1,2006T1,2006-03-31,53.47,4.49
10,Durango,2006,2,2006T2,2006-06-30,54.41,4.61
10,Durango,2006,3,2006T3,2006-09-30,54.94,4.79
10,Durango,2006,4,2006T4,2006-12-31,54.92,5.84
10,Durango,2007,1,2007T1,2007-03-31,56.74,6.12
10,Durango,2007,2,2007T2,2007-06-30,57.75,6.14
10,Durango,2007,3,2007T3,2007-09-30,57.91,5.41
10,Durango,2007,4,2007T4,2007-12-31,56.86,3.53
10,Durango,2008,1,2008T1,2008-03-31,58.08,2.36
10,Durango,2008,2,2008T2,2008-06-30,58.93,2.04
10,Durango,2008,3,2008T3,2008-09-30,59.56,2.85
10,Durango,2008,4,2008T4,2008-12-31,59.59,4.8
10,Durango,2009,1,2009T1,2009-03-31,60.39,3.98
10,Durango,2009,2,2009T2,2009-06-30,61.59,4.51
10,Durango,2009,3,2009T3,2009-09-30,62.49,4.92
10,Durango,2009,4,2009T4,2009-12-31,63.05,5.81
10,Durango,2010,1,2010T1,2010-03-31,63.64,5.38
10,Durango,2010,2,2010T2,2010-06-30,64.67,5.0
10,Durango,2010,3,2010T3,2010-09-30,66.15,5.86
10,Durango,2010,4,2010T4,2010-12-31,67.47,7.01
10,Durango,2011,1,2011T1,2011-03-31,69.34,8.96
10,Durango,2011,2,2011T2,2011-06-30,70.75,9.4
10,Durango,2011,3,2011T3,2011-09-30,71.57,8.19
10,Durango,2011,4,2011T4,2011-12-31,72.43,7.35
10,Durango,2012,1,2012T1,2012-03-31,72.77,4.95
10,Durango,2012,2,2012T2,2012-06-30,73.18,3.43
10,Durango,2012,3,2012T3,2012-09-30,73.6,2.84
10,Durango,2012,4,2012T4,2012-12-31,73.45,1.41
10,Durango,2013,1,2013T1,2013-03-31,74.5,2.38
10,Durango,2013,2,2013T2,2013-06-30,76.23,4.17
10,Durango,2013,3,2013T3,2013-09-30,77.4,5.16
10,Durango,2013,4,2013T4,2013-12-31,78.49,6.86
10,Durango,2014,1,2014T1,2014-03-31,79.8,7.11
10,Durango,2014,2,2014T2,2014-06-30,80.36,5.42
10,Durango,2014,3,2014T3,2014-09-30,81.54,5.35
10,Durango,2014,4,2014T4,2014-12-31,83.09,5.86
10,Durango,2015,1,2015T1,2015-03-31,85.25,6.83
10,Durango,2015,2,2015T2,2015-06-30,88.79,10.49
10,Durango,2015,3,2015T3,2015-09-30,91.73,12.5
10,Durango,2015,4,2015T4,2015-12-31,92.74,11.61
10,Durango,2016,1,2016T1,2016-03-31,93.56,9.75
10,Durango,2016,2,2016T2,2016-06-30,94.98,6.97
10,Durango,2016,3,2016T3,2016-09-30,95.82,4.46
10,Durango,2016,4,2016T4,2016-12-31,96.31,3.85
10,Durango,2017,1,2017T1,2017-03-31,98.16,4.92
10,Durango,2017,2,2017T2,2017-06-30,99.39,4.64
10,Durango,2017,3,2017T3,2017-09-30,100.67,5.06
10,Durango,2017,4,2017T4,2017-12-31,101.77,5.67
10,Durango,2018,1,2018T1,2018-03-31,103.92,5.87
10,Durango,2018,2,2018T2,2018-06-30,105.89,6.54
10,Durango,2018,3,2018T3,2018-09-30,107.74,7.02
10,Durango,2018,4,2018T4,2018-12-31,109.33,7.43
10,Durango,2019,1,2019T1,2019-03-31,111.29,7.09
10,Durango,2019,2,2019T2,2019-06-30,113.0,6.71
10,Durango,2019,3,2019T3,2019-09-30,114.47,6.25
10,Durango,2019,4,2019T4,2019-12-31,115.98,6.08
10,Durango,2020,1,2020T1,2020-03-31,117.9,5.94
10,Durango,2020,2,2020T2,2020-06-30,119.74,5.96
10,Durango,2020,3,2020T3,2020-09-30,121.19,5.87
10,Durango,2020,4,2020T4,2020-12-31,122.72,5.81
10,Durango,2021,1,2021T1,2021-03-31,126.18,7.02
10,Durango,2021,2,2021T2,2021-06-30,129.0,7.73
10,Durango,2021,3,2021T3,2021-09-30,130.65,7.81
10,Durango,2021,4,2021T4,2021-12-31,131.81,7.41
10,Durango,2022,1,2022T1,2022-03-31,133.36,5.69
10,Durango,2022,2,2022T2,2022-06-30,135.35,4.92
10,Durango,2022,3,2022T3,2022-09-30,137.4,5.17
10,Durango,2022,4,2022T4,2022-12-31,137.81,4.55
10,Durango,2023,1,2023T1,2023-03-31,141.44,6.06
10,Durango,2023,2,2023T2,2023-06-30,145.16,7.25
10,Durango,2023,3,2023T3,2023-09-30,148.45,8.04
10,Durango,2023,4,2023T4,2023-12-31,151.76,10.12
10,Durango,2024,1,2024T1,2024-03-31,156.21,10.44
10,Durango,2024,2,2024T2,2024-06-30,159.47,9.86
10,Durango,2024,3,2024T3,2024-09-30,162.54,9.49
10,Durango,2024,4,2024T4,2024-12-31,164.96,8.7
10,Durango,2025,1,2025T1,2025-03-31,167.32,7.11
10,Durango,2025,2,2025T2,2025-06-30,169.29,6.16
10,Durango,2025,3,2025T3,2025-09-30,170.77,5.06
10,Durango,2025,4,2025T4,2025-12-31,171.33,3.86
10,Durango,2026,1,2026T1,2026-03-31,175.12,4.66
10,Durango,2026,2,2026T2,2026-06-30,179.61,6.1
11,Guanajuato,2005,1,2005T1,2005-03-31,52.98,
11,Guanajuato,2005,2,2005T2,2005-06-30,54.63,
11,Guanajuato,2005,3,2005T3,2005-09-30,55.06,
11,Guanajuato,2005,4,2005T4,2005-12-31,54.82,
11,Guanajuato,2006,1,2006T1,2006-03-31,56.29,6.25
11,Guanajuato,2006,2,2006T2,2006-06-30,57.5,5.25
11,Guanajuato,2006,3,2006T3,2006-09-30,58.2,5.7
11,Guanajuato,2006,4,2006T4,2006-12-31,58.41,6.55
11,Guanajuato,2007,1,2007T1,2007-03-31,60.52,7.51
11,Guanajuato,2007,2,2007T2,2007-06-30,61.8,7.48
11,Guanajuato,2007,3,2007T3,2007-09-30,62.62,7.59
11,Guanajuato,2007,4,2007T4,2007-12-31,61.98,6.11
11,Guanajuato,2008,1,2008T1,2008-03-31,63.21,4.44
11,Guanajuato,2008,2,2008T2,2008-06-30,64.78,4.82
11,Guanajuato,2008,3,2008T3,2008-09-30,66.05,5.48
11,Guanajuato,2008,4,2008T4,2008-12-31,66.45,7.21
11,Guanajuato,2009,1,2009T1,2009-03-31,67.44,6.69
11,Guanajuato,2009,2,2009T2,2009-06-30,68.3,5.43
11,Guanajuato,2009,3,2009T3,2009-09-30,68.59,3.85
11,Guanajuato,2009,4,2009T4,2009-12-31,68.61,3.25
11,Guanajuato,2010,1,2010T1,2010-03-31,69.03,2.36
11,Guanajuato,2010,2,2010T2,2010-06-30,69.56,1.84
11,Guanajuato,2010,3,2010T3,2010-09-30,70.21,2.36
11,Guanajuato,2010,4,2010T4,2010-12-31,70.78,3.16
11,Guanajuato,2011,1,2011T1,2011-03-31,71.75,3.94
11,Guanajuato,2011,2,2011T2,2011-06-30,72.66,4.46
11,Guanajuato,2011,3,2011T3,2011-09-30,73.3,4.4
11,Guanajuato,2011,4,2011T4,2011-12-31,73.9,4.41
11,Guanajuato,2012,1,2012T1,2012-03-31,74.25,3.48
11,Guanajuato,2012,2,2012T2,2012-06-30,74.55,2.6
11,Guanajuato,2012,3,2012T3,2012-09-30,75.28,2.7
11,Guanajuato,2012,4,2012T4,2012-12-31,75.73,2.48
11,Guanajuato,2013,1,2013T1,2013-03-31,76.95,3.64
11,Guanajuato,2013,2,2013T2,2013-06-30,78.27,4.99
11,Guanajuato,2013,3,2013T3,2013-09-30,79.06,5.02
11,Guanajuato,2013,4,2013T4,2013-12-31,79.59,5.1
11,Guanajuato,2014,1,2014T1,2014-03-31,80.33,4.39
11,Guanajuato,2014,2,2014T2,2014-06-30,80.44,2.77
11,Guanajuato,2014,3,2014T3,2014-09-30,80.94,2.38
11,Guanajuato,2014,4,2014T4,2014-12-31,81.97,2.99
11,Guanajuato,2015,1,2015T1,2015-03-31,83.55,4.01
11,Guanajuato,2015,2,2015T2,2015-06-30,86.46,7.48
11,Guanajuato,2015,3,2015T3,2015-09-30,89.01,9.97
11,Guanajuato,2015,4,2015T4,2015-12-31,89.82,9.58
11,Guanajuato,2016,1,2016T1,2016-03-31,90.73,8.59
11,Guanajuato,2016,2,2016T2,2016-06-30,92.41,6.88
11,Guanajuato,2016,3,2016T3,2016-09-30,93.72,5.29
11,Guanajuato,2016,4,2016T4,2016-12-31,94.62,5.34
11,Guanajuato,2017,1,2017T1,2017-03-31,97.0,6.91
11,Guanajuato,2017,2,2017T2,2017-06-30,98.95,7.08
11,Guanajuato,2017,3,2017T3,2017-09-30,100.95,7.71
11,Guanajuato,2017,4,2017T4,2017-12-31,103.1,8.96
11,Guanajuato,2018,1,2018T1,2018-03-31,105.9,9.18
11,Guanajuato,2018,2,2018T2,2018-06-30,108.37,9.52
11,Guanajuato,2018,3,2018T3,2018-09-30,110.88,9.84
11,Guanajuato,2018,4,2018T4,2018-12-31,113.19,9.79
11,Guanajuato,2019,1,2019T1,2019-03-31,116.02,9.56
11,Guanajuato,2019,2,2019T2,2019-06-30,118.54,9.38
11,Guanajuato,2019,3,2019T3,2019-09-30,120.59,8.76
11,Guanajuato,2019,4,2019T4,2019-12-31,122.54,8.26
11,Guanajuato,2020,1,2020T1,2020-03-31,124.39,7.21
11,Guanajuato,2020,2,2020T2,2020-06-30,126.08,6.36
11,Guanajuato,2020,3,2020T3,2020-09-30,127.76,5.95
11,Guanajuato,2020,4,2020T4,2020-12-31,129.53,5.7
11,Guanajuato,2021,1,2021T1,2021-03-31,132.59,6.59
11,Guanajuato,2021,2,2021T2,2021-06-30,135.14,7.19
11,Guanajuato,2021,3,2021T3,2021-09-30,136.67,6.97
11,Guanajuato,2021,4,2021T4,2021-12-31,138.12,6.63
11,Guanajuato,2022,1,2022T1,2022-03-31,141.2,6.49
11,Guanajuato,2022,2,2022T2,2022-06-30,144.82,7.16
11,Guanajuato,2022,3,2022T3,2022-09-30,148.39,8.58
11,Guanajuato,2022,4,2022T4,2022-12-31,150.53,8.98
11,Guanajuato,2023,1,2023T1,2023-03-31,154.03,9.09
11,Guanajuato,2023,2,2023T2,2023-06-30,157.28,8.6
11,Guanajuato,2023,3,2023T3,2023-09-30,160.7,8.3
11,Guanajuato,2023,4,2023T4,2023-12-31,164.39,9.21
11,Guanajuato,2024,1,2024T1,2024-03-31,169.88,10.29
11,Guanajuato,2024,2,2024T2,2024-06-30,174.64,11.04
11,Guanajuato,2024,3,2024T3,2024-09-30,178.99,11.38
11,Guanajuato,2024,4,2024T4,2024-12-31,182.46,10.99
11,Guanajuato,2025,1,2025T1,2025-03-31,186.84,9.98
11,Guanajuato,2025,2,2025T2,2025-06-30,191.39,9.59
11,Guanajuato,2025,3,2025T3,2025-09-30,195.16,9.03
11,Guanajuato,2025,4,2025T4,2025-12-31,197.74,8.37
11,Guanajuato,2026,1,2026T1,2026-03-31,202.31,8.28
11,Guanajuato,2026,2,2026T2,2026-06-30,206.82,8.06
12,Guerrero,2005,1,2005T1,2005-03-31,47.37,
12,Guerrero,2005,2,2005T2,2005-06-30,50.12,
12,Guerrero,2005,3,2005T3,2005-09-30,51.1,
12,Guerrero,2005,4,2005T4,2005-12-31,51.25,
12,Guerrero,2006,1,2006T1,2006-03-31,52.5,10.83
12,Guerrero,2006,2,2006T2,2006-06-30,53.67,7.08
12,Guerrero,2006,3,2006T3,2006-09-30,54.31,6.28
12,Guerrero,2006,4,2006T4,2006-12-31,54.29,5.93
